MeterNo,SIP End Date and time,V,V,V,A,A,A,Hz,kWh(I) Tot,kWh(E) Tot,kVArh(Lg)-Wh(I),kVArh(Ld)-Wh(E),kVArh(Lg)-Wh(E),kVArh(Ld)-Wh(I),kVAh-Wh(I),kVAh-Wh(E),kWh(I-E) Bi,,,DataStatus,Units
29559724,05-11-2025 10:30,244.26 V,245.5 V,245.51 V,0.515 A,0.829 A,0.487 A,49.977 Hz,0.224 kWh(I) Tot,0 kWh(E) Tot,0.019 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.225 kVAh-Wh(I),0 kVAh-Wh(E),0.224 kWh(I-E) Bi,0.996,1,1,2
29559724,05-11-2025 11:00,243.39 V,244.51 V,244.76 V,0.511 A,0.843 A,0.423 A,50.008 Hz,0.216 kWh(I) Tot,0 kWh(E) Tot,0.021 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.217 kVAh-Wh(I),0 kVAh-Wh(E),0.216 kWh(I-E) Bi,0.995,1,1,2
29559724,05-11-2025 11:30,244.54 V,245.67 V,245.91 V,0.479 A,0.869 A,0.417 A,50.04 Hz,0.216 kWh(I) Tot,0 kWh(E) Tot,0.021 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.217 kVAh-Wh(I),0 kVAh-Wh(E),0.216 kWh(I-E) Bi,0.995,1,1,2
29559724,05-11-2025 12:00,243.84 V,245.46 V,245.31 V,0.481 A,0.935 A,0.422 A,50.011 Hz,0.224 kWh(I) Tot,0 kWh(E) Tot,0.025 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.225 kVAh-Wh(I),0 kVAh-Wh(E),0.224 kWh(I-E) Bi,0.996,1,1,2
29559724,05-11-2025 12:30,244.81 V,246.22 V,246.18 V,0.43 A,0.843 A,0.457 A,50.002 Hz,0.211 kWh(I) Tot,0 kWh(E) Tot,0.022 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.213 kVAh-Wh(I),0 kVAh-Wh(E),0.211 kWh(I-E) Bi,0.991,1,1,2
29559724,05-11-2025 13:00,246.67 V,247.98 V,247.68 V,0.441 A,0.762 A,0.434 A,49.989 Hz,0.202 kWh(I) Tot,0 kWh(E) Tot,0.019 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.203 kVAh-Wh(I),0 kVAh-Wh(E),0.202 kWh(I-E) Bi,0.995,1,1,2
29559724,05-11-2025 13:30,251.57 V,252.89 V,252.63 V,0.432 A,0.842 A,0.384 A,50.011 Hz,0.209 kWh(I) Tot,0 kWh(E) Tot,0.021 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.209 kVAh-Wh(I),0 kVAh-Wh(E),0.209 kWh(I-E) Bi,1,1,1,2
29559724,05-11-2025 14:00,249.38 V,250.79 V,250.62 V,0.395 A,0.743 A,0.416 A,49.977 Hz,0.193 kWh(I) Tot,0 kWh(E) Tot,0.021 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.195 kVAh-Wh(I),0 kVAh-Wh(E),0.193 kWh(I-E) Bi,0.99,1,1,2
29559724,05-11-2025 14:30,247.74 V,249.15 V,248.87 V,0.387 A,0.714 A,0.422 A,49.951 Hz,0.189 kWh(I) Tot,0 kWh(E) Tot,0.02 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.19 kVAh-Wh(I),0 kVAh-Wh(E),0.189 kWh(I-E) Bi,0.995,1,1,2
29559724,05-11-2025 15:00,246.46 V,248 V,247.72 V,0.339 A,0.694 A,0.37 A,49.953 Hz,0.173 kWh(I) Tot,0 kWh(E) Tot,0.015 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.174 kVAh-Wh(I),0 kVAh-Wh(E),0.173 kWh(I-E) Bi,0.994,1,1,2
29559724,05-11-2025 15:30,247.99 V,249.58 V,249.16 V,0.419 A,0.71 A,0.342 A,49.962 Hz,0.183 kWh(I) Tot,0 kWh(E) Tot,0.017 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.183 kVAh-Wh(I),0 kVAh-Wh(E),0.183 kWh(I-E) Bi,1,1,1,2
29559724,05-11-2025 16:00,248.59 V,250.1 V,249.85 V,0.394 A,0.793 A,0.336 A,49.951 Hz,0.189 kWh(I) Tot,0 kWh(E) Tot,0.022 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.19 kVAh-Wh(I),0 kVAh-Wh(E),0.189 kWh(I-E) Bi,0.995,1,1,2
29559724,05-11-2025 16:30,250.92 V,252.37 V,252.06 V,0.347 A,0.708 A,0.359 A,49.998 Hz,0.177 kWh(I) Tot,0 kWh(E) Tot,0.019 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.179 kVAh-Wh(I),0 kVAh-Wh(E),0.177 kWh(I-E) Bi,0.989,1,1,2
29559724,05-11-2025 17:00,249.65 V,251.04 V,250.72 V,0.344 A,0.735 A,0.376 A,49.952 Hz,0.182 kWh(I) Tot,0 kWh(E) Tot,0.018 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.182 kVAh-Wh(I),0 kVAh-Wh(E),0.182 kWh(I-E) Bi,1,1,1,2
29559724,05-11-2025 17:30,248.81 V,250.24 V,249.71 V,0.349 A,0.741 A,0.458 A,50.015 Hz,0.192 kWh(I) Tot,0 kWh(E) Tot,0.024 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.194 kVAh-Wh(I),0 kVAh-Wh(E),0.192 kWh(I-E) Bi,0.99,1,1,2
29559724,05-11-2025 18:00,247.27 V,248.78 V,248.32 V,0.384 A,0.808 A,0.455 A,50.009 Hz,0.203 kWh(I) Tot,0 kWh(E) Tot,0.019 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.204 kVAh-Wh(I),0 kVAh-Wh(E),0.203 kWh(I-E) Bi,0.995,1,1,2
29559724,05-11-2025 18:30,246.63 V,248.18 V,247.69 V,0.449 A,0.805 A,0.461 A,50.033 Hz,0.212 kWh(I) Tot,0 kWh(E) Tot,0.019 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.213 kVAh-Wh(I),0 kVAh-Wh(E),0.212 kWh(I-E) Bi,0.995,1,1,2
29559724,05-11-2025 19:00,247.36 V,248.8 V,248.4 V,0.469 A,0.815 A,0.503 A,50.013 Hz,0.221 kWh(I) Tot,0 kWh(E) Tot,0.02 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.222 kVAh-Wh(I),0 kVAh-Wh(E),0.221 kWh(I-E) Bi,0.995,1,1,2
29559724,05-11-2025 19:30,249.71 V,251.19 V,250.75 V,0.5 A,0.795 A,0.501 A,50.006 Hz,0.225 kWh(I) Tot,0 kWh(E) Tot,0.022 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.225 kVAh-Wh(I),0 kVAh-Wh(E),0.225 kWh(I-E) Bi,1,1,1,2
29559724,05-11-2025 20:00,252.11 V,253.71 V,253.03 V,0.449 A,0.823 A,0.48 A,49.98 Hz,0.22 kWh(I) Tot,0 kWh(E) Tot,0.018 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.222 kVAh-Wh(I),0 kVAh-Wh(E),0.22 kWh(I-E) Bi,0.991,1,1,2
29559724,05-11-2025 20:30,254.84 V,256.39 V,255.79 V,0.429 A,0.834 A,0.426 A,49.996 Hz,0.216 kWh(I) Tot,0 kWh(E) Tot,0.017 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.216 kVAh-Wh(I),0 kVAh-Wh(E),0.216 kWh(I-E) Bi,1,1,1,2
29559724,05-11-2025 21:00,254.54 V,256.23 V,255.72 V,0.448 A,0.857 A,0.415 A,49.998 Hz,0.219 kWh(I) Tot,0 kWh(E) Tot,0.016 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.22 kVAh-Wh(I),0 kVAh-Wh(E),0.219 kWh(I-E) Bi,0.995,1,1,2
29559724,05-11-2025 21:30,255.55 V,257.4 V,256.78 V,0.509 A,0.836 A,0.442 A,50.002 Hz,0.23 kWh(I) Tot,0 kWh(E) Tot,0.016 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.23 kVAh-Wh(I),0 kVAh-Wh(E),0.23 kWh(I-E) Bi,1,1,1,2
29559724,05-11-2025 22:00,256.29 V,258.07 V,257.33 V,0.435 A,0.803 A,0.463 A,49.985 Hz,0.218 kWh(I) Tot,0 kWh(E) Tot,0.015 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.219 kVAh-Wh(I),0 kVAh-Wh(E),0.218 kWh(I-E) Bi,0.995,1,1,2
29559724,05-11-2025 22:30,256.63 V,258.37 V,257.73 V,0.457 A,0.81 A,0.477 A,49.989 Hz,0.224 kWh(I) Tot,0 kWh(E) Tot,0.017 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.225 kVAh-Wh(I),0 kVAh-Wh(E),0.224 kWh(I-E) Bi,0.996,1,1,2
29559724,05-11-2025 23:00,257.14 V,258.94 V,258.23 V,0.444 A,0.769 A,0.483 A,49.983 Hz,0.219 kWh(I) Tot,0 kWh(E) Tot,0.016 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.219 kVAh-Wh(I),0 kVAh-Wh(E),0.219 kWh(I-E) Bi,1,1,1,2
29559724,05-11-2025 23:30,257.93 V,259.59 V,258.92 V,0.388 A,0.768 A,0.457 A,49.969 Hz,0.209 kWh(I) Tot,0 kWh(E) Tot,0.013 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.209 kVAh-Wh(I),0 kVAh-Wh(E),0.209 kWh(I-E) Bi,1,1,1,2
29559724,06-11-2025 00:00,258.91 V,260.61 V,259.87 V,0.403 A,0.728 A,0.463 A,49.993 Hz,0.206 kWh(I) Tot,0 kWh(E) Tot,0.013 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.207 kVAh-Wh(I),0 kVAh-Wh(E),0.206 kWh(I-E) Bi,0.995,1,1,2
29559724,06-11-2025 00:30,259.93 V,261.63 V,260.78 V,0.382 A,0.697 A,0.439 A,50.025 Hz,0.198 kWh(I) Tot,0 kWh(E) Tot,0.013 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.199 kVAh-Wh(I),0 kVAh-Wh(E),0.198 kWh(I-E) Bi,0.995,1,1,2
29559724,06-11-2025 01:00,260.16 V,261.82 V,260.98 V,0.371 A,0.692 A,0.436 A,50.022 Hz,0.195 kWh(I) Tot,0 kWh(E) Tot,0.013 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.195 kVAh-Wh(I),0 kVAh-Wh(E),0.195 kWh(I-E) Bi,1,1,1,2
29559724,06-11-2025 01:30,260.48 V,262.2 V,261.19 V,0.368 A,0.649 A,0.442 A,50.015 Hz,0.191 kWh(I) Tot,0 kWh(E) Tot,0.012 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.192 kVAh-Wh(I),0 kVAh-Wh(E),0.191 kWh(I-E) Bi,0.995,1,1,2
29559724,06-11-2025 02:00,261.26 V,263 V,261.89 V,0.358 A,0.639 A,0.421 A,50.017 Hz,0.186 kWh(I) Tot,0 kWh(E) Tot,0.015 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.186 kVAh-Wh(I),0 kVAh-Wh(E),0.186 kWh(I-E) Bi,1,1,1,2
29559724,06-11-2025 02:30,261.72 V,263.57 V,262.28 V,0.36 A,0.614 A,0.402 A,49.989 Hz,0.181 kWh(I) Tot,0 kWh(E) Tot,0.011 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.181 kVAh-Wh(I),0 kVAh-Wh(E),0.181 kWh(I-E) Bi,1,1,1,2
29559724,06-11-2025 03:00,262.01 V,263.83 V,262.62 V,0.351 A,0.616 A,0.361 A,49.989 Hz,0.174 kWh(I) Tot,0 kWh(E) Tot,0.013 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.175 kVAh-Wh(I),0 kVAh-Wh(E),0.174 kWh(I-E) Bi,0.994,1,1,2
29559724,06-11-2025 03:30,262.15 V,263.98 V,262.81 V,0.351 A,0.629 A,0.358 A,49.965 Hz,0.177 kWh(I) Tot,0 kWh(E) Tot,0.013 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.177 kVAh-Wh(I),0 kVAh-Wh(E),0.177 kWh(I-E) Bi,1,1,1,2
29559724,06-11-2025 04:00,262.29 V,264.12 V,262.94 V,0.358 A,0.617 A,0.351 A,49.975 Hz,0.173 kWh(I) Tot,0 kWh(E) Tot,0.015 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.174 kVAh-Wh(I),0 kVAh-Wh(E),0.173 kWh(I-E) Bi,0.994,1,1,2
29559724,06-11-2025 04:30,262.04 V,263.86 V,262.65 V,0.341 A,0.597 A,0.355 A,49.961 Hz,0.171 kWh(I) Tot,0 kWh(E) Tot,0.011 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.171 kVAh-Wh(I),0 kVAh-Wh(E),0.171 kWh(I-E) Bi,1,1,1,2
29559724,06-11-2025 05:00,261.43 V,263.27 V,262.02 V,0.352 A,0.59 A,0.403 A,49.993 Hz,0.176 kWh(I) Tot,0 kWh(E) Tot,0.015 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.177 kVAh-Wh(I),0 kVAh-Wh(E),0.176 kWh(I-E) Bi,0.994,1,1,2
29559724,06-11-2025 05:30,259.17 V,260.83 V,259.73 V,0.326 A,0.675 A,0.37 A,49.984 Hz,0.178 kWh(I) Tot,0 kWh(E) Tot,0.014 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.178 kVAh-Wh(I),0 kVAh-Wh(E),0.178 kWh(I-E) Bi,1,1,1,2
29559724,06-11-2025 06:00,256.4 V,258.03 V,257.01 V,0.376 A,0.82 A,0.424 A,49.984 Hz,0.208 kWh(I) Tot,0 kWh(E) Tot,0.013 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.209 kVAh-Wh(I),0 kVAh-Wh(E),0.208 kWh(I-E) Bi,0.995,1,1,2
29559724,06-11-2025 06:30,254 V,255.77 V,254.88 V,0.54 A,0.976 A,0.426 A,49.947 Hz,0.247 kWh(I) Tot,0 kWh(E) Tot,0.018 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.248 kVAh-Wh(I),0 kVAh-Wh(E),0.247 kWh(I-E) Bi,0.996,1,1,2
29559724,06-11-2025 07:00,251.7 V,253.5 V,252.67 V,0.606 A,0.967 A,0.532 A,49.879 Hz,0.266 kWh(I) Tot,0 kWh(E) Tot,0.017 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.266 kVAh-Wh(I),0 kVAh-Wh(E),0.266 kWh(I-E) Bi,1,1,1,2
29559724,06-11-2025 07:30,253.35 V,254.97 V,254.18 V,0.602 A,1.061 A,0.613 A,50.021 Hz,0.289 kWh(I) Tot,0 kWh(E) Tot,0.023 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.29 kVAh-Wh(I),0 kVAh-Wh(E),0.289 kWh(I-E) Bi,0.997,1,1,2
29559724,06-11-2025 08:00,257.36 V,259.14 V,258.25 V,0.51 A,0.864 A,0.446 A,50.043 Hz,0.234 kWh(I) Tot,0 kWh(E) Tot,0.026 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.235 kVAh-Wh(I),0 kVAh-Wh(E),0.234 kWh(I-E) Bi,0.996,1,1,2
29559724,06-11-2025 08:30,257.75 V,259.5 V,258.58 V,0.4 A,0.929 A,0.466 A,50.027 Hz,0.231 kWh(I) Tot,0 kWh(E) Tot,0.026 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.233 kVAh-Wh(I),0 kVAh-Wh(E),0.231 kWh(I-E) Bi,0.991,1,1,2
29559724,06-11-2025 09:00,255.88 V,257.79 V,256.68 V,0.508 A,0.84 A,0.535 A,50.053 Hz,0.241 kWh(I) Tot,0 kWh(E) Tot,0.023 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.242 kVAh-Wh(I),0 kVAh-Wh(E),0.241 kWh(I-E) Bi,0.996,1,1,2
29559724,06-11-2025 09:30,251.68 V,253.66 V,252.77 V,0.503 A,0.698 A,0.45 A,49.983 Hz,0.192 kWh(I) Tot,0 kWh(E) Tot,0.018 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.193 kVAh-Wh(I),0 kVAh-Wh(E),0.192 kWh(I-E) Bi,0.995,1,1,2
29559724,06-11-2025 10:00,239.68 V,238.36 V,239.14 V,0.425 A,0.879 A,0.364 A,49.97 Hz,0.188 kWh(I) Tot,0 kWh(E) Tot,0.018 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.189 kVAh-Wh(I),0 kVAh-Wh(E),0.188 kWh(I-E) Bi,0.995,1,1,2
29559724,06-11-2025 10:30,240.72 V,240.04 V,240.31 V,0.487 A,0.834 A,0.334 A,49.978 Hz,0.199 kWh(I) Tot,0 kWh(E) Tot,0.014 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.199 kVAh-Wh(I),0 kVAh-Wh(E),0.199 kWh(I-E) Bi,1,1,1,2
29559724,06-11-2025 11:00,240.95 V,239.9 V,240.34 V,0.421 A,0.795 A,0.435 A,50.016 Hz,0.198 kWh(I) Tot,0 kWh(E) Tot,0.013 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.199 kVAh-Wh(I),0 kVAh-Wh(E),0.198 kWh(I-E) Bi,0.995,1,1,2
29559724,06-11-2025 11:30,241.82 V,240.9 V,241.52 V,0.412 A,0.804 A,0.344 A,49.994 Hz,0.188 kWh(I) Tot,0 kWh(E) Tot,0.013 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.188 kVAh-Wh(I),0 kVAh-Wh(E),0.188 kWh(I-E) Bi,1,1,1,2
29559724,06-11-2025 12:00,243.16 V,242.34 V,243.01 V,0.375 A,0.668 A,0.284 A,50.011 Hz,0.16 kWh(I) Tot,0 kWh(E) Tot,0.014 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.161 kVAh-Wh(I),0 kVAh-Wh(E),0.16 kWh(I-E) Bi,0.994,1,1,2
29559724,06-11-2025 12:30,242.93 V,242.23 V,242.94 V,0.34 A,0.713 A,0.337 A,50.004 Hz,0.168 kWh(I) Tot,0 kWh(E) Tot,0.015 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.169 kVAh-Wh(I),0 kVAh-Wh(E),0.168 kWh(I-E) Bi,0.994,1,1,2
29559724,06-11-2025 13:00,243.91 V,243.08 V,243.66 V,0.274 A,0.682 A,0.274 A,50.01 Hz,0.149 kWh(I) Tot,0 kWh(E) Tot,0.017 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.15 kVAh-Wh(I),0 kVAh-Wh(E),0.149 kWh(I-E) Bi,0.993,1,1,2
29559724,06-11-2025 13:30,248.51 V,247.71 V,248.23 V,0.323 A,0.635 A,0.273 A,49.975 Hz,0.152 kWh(I) Tot,0 kWh(E) Tot,0.018 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.153 kVAh-Wh(I),0 kVAh-Wh(E),0.152 kWh(I-E) Bi,0.993,1,1,2
29559724,06-11-2025 14:00,245.62 V,244.85 V,245.2 V,0.329 A,0.628 A,0.33 A,49.966 Hz,0.158 kWh(I) Tot,0 kWh(E) Tot,0.016 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.158 kVAh-Wh(I),0 kVAh-Wh(E),0.158 kWh(I-E) Bi,1,1,1,2
29559724,06-11-2025 14:30,243.3 V,242.37 V,242.88 V,0.316 A,0.675 A,0.285 A,49.926 Hz,0.154 kWh(I) Tot,0 kWh(E) Tot,0.016 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.155 kVAh-Wh(I),0 kVAh-Wh(E),0.154 kWh(I-E) Bi,0.994,1,1,2
29559724,06-11-2025 15:00,241.66 V,240.74 V,241.02 V,0.354 A,0.707 A,0.307 A,49.965 Hz,0.164 kWh(I) Tot,0 kWh(E) Tot,0.014 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.165 kVAh-Wh(I),0 kVAh-Wh(E),0.164 kWh(I-E) Bi,0.994,1,1,2
29559724,06-11-2025 15:30,243.59 V,242.77 V,242.84 V,0.299 A,0.674 A,0.295 A,50.005 Hz,0.153 kWh(I) Tot,0 kWh(E) Tot,0.015 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.154 kVAh-Wh(I),0 kVAh-Wh(E),0.153 kWh(I-E) Bi,0.994,1,1,2
29559724,06-11-2025 16:00,244.72 V,244.27 V,244.02 V,0.324 A,0.59 A,0.305 A,50.016 Hz,0.149 kWh(I) Tot,0 kWh(E) Tot,0.015 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.149 kVAh-Wh(I),0 kVAh-Wh(E),0.149 kWh(I-E) Bi,1,1,1,2
29559724,06-11-2025 16:30,244.92 V,244.15 V,244.14 V,0.305 A,0.593 A,0.325 A,50.006 Hz,0.149 kWh(I) Tot,0 kWh(E) Tot,0.014 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.15 kVAh-Wh(I),0 kVAh-Wh(E),0.149 kWh(I-E) Bi,0.993,1,1,2
29559724,06-11-2025 17:00,242.88 V,241.67 V,242.11 V,0.304 A,0.658 A,0.339 A,49.997 Hz,0.156 kWh(I) Tot,0 kWh(E) Tot,0.018 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.157 kVAh-Wh(I),0 kVAh-Wh(E),0.156 kWh(I-E) Bi,0.994,1,1,2
29559724,06-11-2025 17:30,241.1 V,240.09 V,240.51 V,0.324 A,0.658 A,0.337 A,49.97 Hz,0.151 kWh(I) Tot,0 kWh(E) Tot,0.018 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.152 kVAh-Wh(I),0 kVAh-Wh(E),0.151 kWh(I-E) Bi,0.993,1,1,2
29559724,06-11-2025 18:00,238.12 V,237.15 V,237.8 V,0.334 A,0.729 A,0.339 A,49.902 Hz,0.166 kWh(I) Tot,0 kWh(E) Tot,0.015 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.167 kVAh-Wh(I),0 kVAh-Wh(E),0.166 kWh(I-E) Bi,0.994,1,1,2
29559724,06-11-2025 18:30,238.13 V,236.84 V,237.86 V,0.412 A,0.807 A,0.365 A,49.987 Hz,0.188 kWh(I) Tot,0 kWh(E) Tot,0.017 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.188 kVAh-Wh(I),0 kVAh-Wh(E),0.188 kWh(I-E) Bi,1,1,1,2
